epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
63,10.191220,10.057273,0.793000,0.515265,0.469080,9.072931,06:21
64,10.326862,10.145669,0.743000,0.692955,0.410237,9.042475,06:20
65,9.976778,9.756019,0.774000,0.545384,0.428592,8.782044,06:21
66,10.182876,10.148181,0.759000,0.635998,0.415807,9.096374,06:21
67,10.016736,10.019120,0.747000,0.616522,0.431358,8.971239,06:20
68,10.134377,9.912621,0.756000,0.598338,0.446993,8.867291,06:21
69,10.105807,9.777740,0.804000,0.515834,0.456651,8.805252,06:21
70,9.788646,9.991457,0.779000,0.551049,0.442710,8.997698,06:21
71,10.025141,9.991512,0.760000,0.602373,0.446385,8.942754,06:21
72,9.885107,9.823413,0.745000,0.683437,0.413633,8.726344,06:20
73,10.108539,10.067760,0.784000,0.592351,0.407493,9.067915,06:20
74,9.997814,9.852324,0.791000,0.523656,0.455336,8.873330,06:21
75,10.038357,10.105430,0.801000,0.526702,0.476773,9.101955,06:22
76,9.906344,9.839861,0.782000,0.568999,0.455954,8.814908,06:20
77,10.039615,9.869268,0.764000,0.610758,0.426028,8.832482,06:20
78,9.803746,9.842876,0.780000,0.545542,0.429591,8.867743,06:20
79,10.086541,10.029862,0.774000,0.569928,0.434926,9.025009,06:21
80,10.052319,9.834641,0.756000,0.617269,0.437953,8.779419,06:20
81,9.954675,10.079832,0.752000,0.614395,0.410820,9.054615,06:21
82,10.000687,9.786257,0.784000,0.565824,0.436783,8.783649,06:21
83,10.224582,10.000449,0.816000,0.468393,0.478202,9.053855,06:22
84,10.088713,9.661056,0.779000,0.574574,0.451075,8.635406,06:21
85,9.718618,9.750814,0.744000,0.631385,0.402502,8.716925,06:20
86,10.156070,9.820323,0.766000,0.587911,0.409928,8.822480,06:21
87,10.000240,10.211675,0.751000,0.648366,0.399245,9.164062,06:21
88,10.130157,9.778855,0.783000,0.552613,0.404506,8.821735,06:21
89,9.927436,9.765059,0.759000,0.569736,0.410630,8.784694,06:21
90,10.009609,9.871367,0.766000,0.577891,0.439714,8.853763,06:21
91,10.136099,10.109562,0.758000,0.631567,0.422638,9.055357,06:21
92,10.003963,9.987096,0.765000,0.608935,0.423669,8.954494,06:20
93,9.875393,9.998398,0.752000,0.639025,0.433107,8.926265,06:21
94,9.757110,9.822364,0.770000,0.575718,0.428549,8.818096,06:21
95,9.871866,9.670926,0.772000,0.587155,0.401753,8.682018,06:21
96,9.873843,9.629429,0.797000,0.511519,0.434550,8.683361,06:22
97,10.019530,9.812780,0.773000,0.600206,0.414625,8.797948,06:20
98,10.142021,9.746468,0.781000,0.569066,0.404434,8.772968,06:20
99,9.787162,9.941957,0.772000,0.551656,0.438489,8.951812,06:21
100,9.819982,10.062428,0.783000,0.543575,0.443428,9.075425,06:21
101,9.798728,9.680436,0.773000,0.569973,0.429954,8.680511,06:21
102,9.777593,9.771762,0.783000,0.553075,0.420561,8.798125,06:21
103,9.889826,9.830454,0.786000,0.533031,0.424900,8.872521,06:20
104,9.914385,9.941800,0.736000,0.662785,0.385967,8.893048,06:20
105,10.126783,10.018648,0.758000,0.623804,0.416997,8.977848,06:21
106,9.813428,9.905123,0.786000,0.576761,0.420702,8.907660,06:21
107,9.635254,9.671748,0.758000,0.602681,0.392429,8.676640,06:21
108,10.104950,9.868132,0.744000,0.667874,0.423349,8.776908,06:22
109,9.981490,9.642418,0.781000,0.549020,0.409104,8.684296,06:21
110,9.938255,9.959206,0.809000,0.479651,0.470284,9.009273,06:21
111,9.656408,9.776797,0.777000,0.603343,0.394323,8.779129,06:22
112,9.929344,9.774783,0.795000,0.512033,0.428324,8.834426,06:21
113,9.980235,9.531977,0.757000,0.608119,0.398872,8.524984,06:21
114,9.722898,9.925793,0.784000,0.569019,0.423852,8.932921,06:21
115,9.729235,9.647314,0.789000,0.552937,0.415146,8.679230,06:21
116,9.662585,9.834541,0.741000,0.603172,0.403418,8.827950,06:21
117,9.825953,9.881610,0.758000,0.628308,0.395794,8.857508,06:21
118,9.999166,9.686410,0.794000,0.542453,0.421845,8.722113,06:21
119,9.907393,9.776029,0.756000,0.658847,0.398625,8.718555,06:22
120,9.615953,9.805003,0.786000,0.598548,0.413089,8.793367,06:20
121,9.693908,9.715123,0.786000,0.555842,0.427982,8.731299,06:22
122,9.903817,9.761072,0.793000,0.526325,0.434199,8.800548,06:21
123,9.951625,9.879544,0.784000,0.578253,0.414561,8.886731,06:21
124,9.816502,9.727495,0.818000,0.459008,0.441699,8.826789,06:22
125,9.859028,9.529159,0.792000,0.510685,0.413581,8.604894,06:21
126,9.830677,9.554251,0.755000,0.601377,0.406684,8.546194,06:21
127,9.890689,9.545904,0.778000,0.633029,0.393175,8.519700,06:21
128,9.999838,9.676996,0.782000,0.576060,0.396921,8.704014,06:21
129,9.821926,9.767529,0.794000,0.495226,0.421374,8.850928,06:22
130,9.766072,9.577682,0.799000,0.509141,0.415332,8.653210,06:22
131,9.923101,9.761639,0.779000,0.549724,0.413331,8.798584,06:22
132,10.026665,9.793227,0.756000,0.654827,0.386883,8.751517,06:21
133,9.764637,9.669010,0.758000,0.588863,0.412537,8.667614,06:21
134,9.968044,9.562027,0.777000,0.513790,0.404931,8.643306,06:21
135,9.503986,9.540156,0.760000,0.593499,0.396798,8.549859,06:21
136,9.723286,9.562626,0.781000,0.608886,0.372049,8.581692,06:20
137,9.440610,9.643794,0.787000,0.645146,0.361071,8.637577,06:21
138,9.756761,9.902980,0.774000,0.627830,0.375397,8.899754,06:22
139,9.335763,9.426122,0.786000,0.551419,0.376754,8.497951,06:20
140,9.477201,9.342370,0.818000,0.469333,0.381616,8.491422,06:22
141,9.526705,9.633134,0.778000,0.557914,0.347919,8.727300,06:21
142,9.359300,9.682829,0.778000,0.615965,0.357008,8.709857,06:22
143,9.444505,9.615646,0.813000,0.505782,0.410546,8.699318,06:21
144,9.259986,9.259305,0.781000,0.585431,0.375231,8.298641,06:21
145,9.304535,9.289493,0.790000,0.523735,0.396894,8.368863,06:21
146,9.495898,9.388055,0.783000,0.570715,0.396371,8.420969,06:22
147,9.427008,9.220386,0.797000,0.514379,0.397455,8.308551,06:21
148,9.549886,9.134878,0.814000,0.494706,0.366036,8.274137,06:22
149,9.243237,9.306484,0.777000,0.588116,0.377280,8.341091,06:22
