epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
28,2.339039,2.741081,0.850000,204.250000,0.372284,0.693516,05:35
29,2.542035,2.746301,0.850000,197.750000,0.351962,0.704920,05:36
30,2.422726,2.890760,0.859000,181.750000,0.367933,0.756750,05:36
31,2.607295,2.946294,0.866000,129.000000,0.351869,0.799893,05:35
32,2.893698,2.970476,0.861000,130.250000,0.363167,0.755154,05:36
33,2.690252,2.975501,0.864000,156.250000,0.346970,0.754892,05:37
34,3.008080,3.179477,0.848000,132.500000,0.390544,0.679995,05:36
35,2.678707,3.214513,0.853000,184.250000,0.363891,0.776442,05:36
36,3.423446,3.142409,0.867000,181.500000,0.344474,0.834432,05:35
37,2.858470,2.970083,0.879000,141.500000,0.309581,0.895892,05:42
38,2.573163,3.106302,0.880000,120.000000,0.330839,0.889678,05:42
39,2.734027,3.071387,0.876000,118.500000,0.320009,0.831321,05:41
40,2.720342,3.186778,0.874000,125.500000,0.331788,0.864258,05:42
41,2.817604,3.180106,0.876000,136.250000,0.314944,0.881011,05:36
42,3.033457,3.194288,0.876000,115.750000,0.317867,0.873859,05:36
43,2.599186,3.247021,0.882000,125.750000,0.308356,0.903518,05:36
44,2.640981,3.290414,0.880000,109.500000,0.314717,0.898569,05:35
45,3.118161,3.407274,0.879000,126.750000,0.311861,0.943572,05:35
46,2.883716,3.416036,0.876000,103.500000,0.322539,0.867978,05:35
47,3.372671,3.402301,0.886000,130.500000,0.301813,0.927438,05:35
48,3.295553,3.430655,0.882000,114.500000,0.306708,0.915650,05:36
49,3.207058,3.531566,0.876000,111.250000,0.316629,0.840223,05:36
50,3.304401,3.647161,0.887000,130.750000,0.309925,0.919819,05:36
51,3.521083,3.629681,0.886000,110.500000,0.302917,0.964008,05:42
52,3.700469,3.663791,0.881000,106.250000,0.310035,0.935485,05:42
53,3.429200,3.706192,0.879000,107.000000,0.310249,0.882930,05:42
54,3.812981,3.838483,0.886000,124.500000,0.307007,0.952621,05:42
55,3.682316,3.840267,0.882000,110.250000,0.307290,0.951740,05:42
56,3.129672,3.882183,0.886000,120.500000,0.299783,0.974284,05:42
57,3.250103,3.948879,0.886000,102.750000,0.306015,0.980529,05:42
58,3.658660,4.028290,0.887000,103.500000,0.305397,0.974317,05:42
59,3.779422,3.952994,0.890000,101.500000,0.297991,0.973088,05:42
60,3.289044,4.019196,0.890000,102.000000,0.306584,0.953355,05:42
61,3.526918,4.079806,0.886000,109.750000,0.301226,0.977174,05:42
62,3.229608,4.095359,0.885000,111.250000,0.303168,0.972723,05:42
63,3.753546,4.171299,0.889000,114.000000,0.300086,0.990384,05:42
64,3.722024,4.177619,0.889000,104.500000,0.300686,0.990350,05:42
65,4.065638,4.233797,0.890000,101.250000,0.297084,0.995578,05:42
66,3.728281,4.242827,0.891000,105.250000,0.298131,0.993196,05:42
67,4.168407,4.327406,0.890000,104.250000,0.297486,0.995567,05:42
68,3.883506,4.294181,0.894000,103.500000,0.294516,0.995602,05:43
69,3.940980,4.312902,0.893000,101.250000,0.296175,0.995739,05:42
70,4.183423,4.386055,0.890000,100.250000,0.294817,0.995655,05:42
71,4.123294,4.418658,0.890000,101.750000,0.297650,0.995684,05:43
72,3.966609,4.528551,0.892000,102.750000,0.299424,0.995344,05:42
73,4.181502,4.558145,0.893000,100.750000,0.294402,0.995886,05:42
74,4.074211,4.560003,0.893000,99.500000,0.294546,0.995991,05:42
75,4.233278,4.660479,0.891000,101.000000,0.295511,0.996138,05:42
76,3.879872,4.707601,0.892000,101.250000,0.292240,0.996154,05:42
77,4.606194,4.705632,0.893000,100.500000,0.292089,0.996101,05:36
78,3.923494,4.673510,0.893000,101.000000,0.289557,0.996139,05:35
79,5.046875,4.689192,0.893000,102.750000,0.290790,0.996166,05:35
80,4.195626,4.773962,0.893000,102.750000,0.290589,0.996304,05:36
81,4.133468,4.792338,0.892000,100.750000,0.292010,0.996214,05:37
82,4.229609,4.837879,0.894000,101.500000,0.288844,0.996260,05:37
83,4.260969,4.822776,0.892000,100.250000,0.287703,0.996325,05:37
84,4.094838,4.835224,0.892000,101.500000,0.288643,0.996276,05:37
85,4.706869,4.909308,0.894000,101.250000,0.287716,0.996369,05:37
86,4.635711,4.915083,0.895000,101.750000,0.288140,0.996381,05:38
87,4.153477,4.998347,0.894000,99.000000,0.287910,0.996403,05:38
88,3.886701,4.990633,0.894000,100.250000,0.287358,0.996360,05:37
89,4.607113,4.994730,0.893000,100.500000,0.287652,0.996366,05:38
90,4.290810,5.043262,0.896000,99.500000,0.284994,0.996354,05:41
91,4.667044,5.053572,0.894000,96.750000,0.285718,0.996383,05:37
92,5.177293,5.129963,0.894000,99.000000,0.285074,0.996386,05:38
93,4.366749,5.165550,0.896000,99.000000,0.287528,0.996387,05:37
94,4.572265,5.259981,0.896000,98.500000,0.288080,0.996403,05:38
95,4.296915,5.345944,0.896000,99.000000,0.288051,0.996368,05:39
96,5.019643,5.361273,0.891000,98.000000,0.289066,0.996380,05:37
97,4.444733,5.442992,0.893000,101.000000,0.288740,0.996394,05:44
98,4.719037,5.417794,0.894000,99.750000,0.287104,0.996390,05:37
99,5.020108,5.433262,0.893000,99.000000,0.288108,0.996405,05:37
