epoch,train_loss,valid_loss,validation,fool_loss,time
99,6.641414,6.816010,0.780000,6.816009,03:35
100,6.519207,6.823910,0.799000,6.823909,03:35
101,6.580576,6.769217,0.805000,6.769217,03:35
102,6.575797,6.869256,0.796000,6.869256,03:34
103,6.497752,6.886828,0.794000,6.886829,03:32
104,6.432973,6.529659,0.798000,6.529660,03:34
105,6.516639,6.690193,0.796000,6.690194,03:49
106,6.465030,6.858794,0.797000,6.858794,03:32
107,6.364388,6.573409,0.798000,6.573407,03:34
108,6.399449,6.708731,0.803000,6.708731,03:33
109,6.511806,6.639069,0.796000,6.639069,03:34
110,6.409395,6.743864,0.792000,6.743865,03:33
111,6.416465,6.726512,0.793000,6.726511,03:35
112,6.373643,6.609483,0.795000,6.609481,03:33
113,6.366591,6.760385,0.795000,6.760386,03:32
114,6.404746,6.552242,0.807000,6.552240,03:38
115,6.470226,6.618045,0.795000,6.618044,03:48
116,6.434924,6.508509,0.794000,6.508509,03:47
117,6.450445,6.725887,0.788000,6.725888,03:35
118,6.399476,6.441274,0.796000,6.441273,03:34
119,6.331090,6.501158,0.803000,6.501156,03:35
120,6.313202,6.702372,0.792000,6.702372,03:33
121,6.449818,6.640023,0.791000,6.640022,03:35
122,6.271183,6.554814,0.788000,6.554814,03:34
123,6.458987,6.555760,0.786000,6.555760,03:36
124,6.266291,6.591567,0.795000,6.591567,03:35
125,6.265054,6.605211,0.798000,6.605212,03:35
126,6.478540,6.631319,0.794000,6.631319,03:36
127,6.401271,6.476198,0.814000,6.476199,03:35
128,6.451425,6.452112,0.798000,6.452112,03:49
129,6.268163,6.547051,0.804000,6.547050,03:34
130,6.242473,6.666562,0.791000,6.666561,03:34
131,6.166934,6.593889,0.785000,6.593889,03:47
132,6.258307,6.422579,0.793000,6.422578,03:35
133,6.283207,6.516434,0.789000,6.516433,03:33
134,6.424815,6.386506,0.782000,6.386506,03:46
135,6.297685,6.476184,0.795000,6.476183,03:35
136,6.398840,6.566637,0.809000,6.566638,03:35
137,6.206599,6.572897,0.798000,6.572897,03:34
138,6.195979,6.592435,0.790000,6.592436,03:34
139,6.131643,6.729603,0.794000,6.729605,03:35
140,6.416686,6.552726,0.798000,6.552725,03:34
141,6.158216,6.475883,0.797000,6.475884,03:36
142,6.186665,6.466985,0.810000,6.466985,03:35
143,6.240310,6.454040,0.774000,6.454040,03:32
144,6.168894,6.515446,0.797000,6.515446,03:33
145,6.147606,6.441594,0.797000,6.441593,03:46
146,6.224187,6.532583,0.798000,6.532584,03:33
147,6.093969,6.573784,0.779000,6.573786,03:34
148,6.126390,6.542202,0.786000,6.542201,03:33
149,6.119284,6.372736,0.798000,6.372736,03:34
150,6.196361,6.336118,0.800000,6.336118,03:32
151,6.119933,6.228614,0.806000,6.228614,03:43
152,6.174603,6.414243,0.791000,6.414242,03:48
153,6.199509,6.313898,0.800000,6.313899,03:33
154,6.150131,6.503781,0.796000,6.503781,03:32
155,6.223790,6.356580,0.791000,6.356578,03:47
156,6.249975,6.478547,0.791000,6.478546,03:33
157,5.905935,6.358234,0.798000,6.358235,03:48
158,6.126537,6.399893,0.779000,6.399893,03:33
159,6.008482,6.482336,0.792000,6.482336,03:31
160,5.999561,6.426213,0.791000,6.426213,03:32
161,6.076997,6.223946,0.818000,6.223947,03:34
162,6.116309,6.315326,0.792000,6.315327,03:48
163,5.976108,6.289368,0.799000,6.289368,03:34
164,6.286231,6.374533,0.790000,6.374533,03:33
165,6.010846,6.163351,0.793000,6.163350,03:33
166,6.083736,6.243741,0.797000,6.243740,03:32
167,5.958916,6.381213,0.798000,6.381214,03:32
168,6.075190,6.374764,0.787000,6.374764,03:34
169,5.914713,6.367262,0.784000,6.367263,03:35
170,6.075732,6.370994,0.782000,6.370993,03:47
171,6.308232,6.307076,0.790000,6.307076,03:33
172,6.012609,6.351733,0.791000,6.351732,03:33
173,6.023506,6.361433,0.797000,6.361433,03:32
174,5.947591,6.180711,0.793000,6.180711,03:34
175,5.975386,6.316914,0.789000,6.316912,03:32
176,5.951099,6.157404,0.785000,6.157404,03:33
177,6.059990,6.220274,0.790000,6.220273,03:34
178,5.833823,6.327885,0.795000,6.327884,03:33
179,6.034771,6.200108,0.794000,6.200108,03:34
180,5.979606,6.252320,0.802000,6.252320,03:33
181,6.116037,6.292970,0.789000,6.292970,03:33
182,5.884483,6.208675,0.808000,6.208676,03:32
183,5.841695,6.274292,0.787000,6.274293,03:49
184,5.875519,6.297524,0.791000,6.297524,03:32
185,5.976720,6.256544,0.795000,6.256543,03:33
186,5.930940,6.249450,0.799000,6.249450,03:33
187,5.944774,6.217678,0.793000,6.217679,03:34
188,6.086596,6.268857,0.804000,6.268857,03:48
189,6.087165,6.201180,0.800000,6.201180,03:34
190,5.893622,6.258298,0.782000,6.258297,03:35
191,5.958847,6.201284,0.791000,6.201283,03:34
192,6.070677,6.161166,0.795000,6.161167,03:48
193,5.900713,6.242161,0.791000,6.242162,03:31
194,5.704284,6.168869,0.797000,6.168869,03:33
195,5.885801,6.162041,0.796000,6.162040,03:34
196,5.888899,6.136204,0.789000,6.136204,03:33
197,5.963919,6.103827,0.799000,6.103827,03:33
198,5.959037,6.167440,0.791000,6.167440,03:34
199,5.954226,6.152349,0.802000,6.152349,03:34
