epoch,train_loss,valid_loss,validation,fool_loss,time
333,5.355263,5.714653,0.788000,5.714654,03:36
334,5.442180,5.430672,0.781000,5.430673,03:35
335,5.178549,5.482959,0.792000,5.482959,03:34
336,5.310239,5.575833,0.780000,5.575832,03:34
337,5.199531,5.405200,0.785000,5.405200,03:48
338,5.326503,5.580287,0.782000,5.580287,03:35
339,5.045636,5.514446,0.777000,5.514447,03:35
340,5.237658,5.504437,0.776000,5.504436,03:32
341,5.444291,5.596381,0.788000,5.596382,03:35
342,5.241240,5.544265,0.795000,5.544264,03:35
343,5.163879,5.525589,0.786000,5.525588,03:35
344,5.151630,5.614038,0.780000,5.614038,03:39
345,5.258119,5.584218,0.797000,5.584219,03:45
346,5.238861,5.522293,0.791000,5.522293,03:35
347,5.129499,5.504081,0.785000,5.504081,03:50
348,5.489357,5.585369,0.783000,5.585370,03:35
349,5.203413,5.566934,0.784000,5.566934,03:35
350,5.243505,5.424252,0.783000,5.424251,03:35
351,5.260479,5.561618,0.784000,5.561618,03:49
352,5.178571,5.481823,0.786000,5.481823,03:51
353,5.122357,5.649193,0.775000,5.649193,03:34
354,5.309536,5.575195,0.784000,5.575195,03:34
355,5.420284,5.507055,0.782000,5.507055,03:34
356,5.355282,5.636312,0.784000,5.636313,03:33
357,5.309935,5.636031,0.768000,5.636030,03:35
358,5.173240,5.599228,0.798000,5.599228,03:36
359,5.147354,5.608665,0.790000,5.608665,03:46
360,5.166217,5.481636,0.786000,5.481635,03:35
361,5.086997,5.536735,0.783000,5.536735,03:36
362,5.155847,5.518574,0.795000,5.518574,03:35
363,5.341249,5.571081,0.790000,5.571082,03:47
364,5.374369,5.479561,0.793000,5.479561,03:35
365,5.128001,5.565033,0.783000,5.565032,03:35
366,5.312775,5.488409,0.791000,5.488410,03:33
367,5.051298,5.562332,0.775000,5.562331,03:34
368,5.088209,5.480520,0.777000,5.480519,03:41
369,5.454014,5.539665,0.788000,5.539665,03:35
370,5.213962,5.590953,0.786000,5.590953,03:45
371,5.191134,5.547904,0.794000,5.547904,03:35
372,5.115520,5.461558,0.782000,5.461559,03:35
373,5.220370,5.491765,0.793000,5.491765,03:35
374,5.056160,5.490386,0.791000,5.490385,03:36
375,5.181162,5.571521,0.786000,5.571521,03:50
376,5.353851,5.454713,0.792000,5.454712,03:35
377,5.307090,5.519403,0.782000,5.519402,03:34
378,5.332804,5.464206,0.785000,5.464207,03:33
379,5.169551,5.500187,0.795000,5.500188,03:35
380,5.435419,5.607412,0.799000,5.607411,03:35
381,5.234047,5.657279,0.788000,5.657279,03:44
382,5.105289,5.527656,0.777000,5.527656,03:36
383,5.011381,5.645611,0.785000,5.645612,03:36
384,5.136214,5.510763,0.800000,5.510763,03:37
385,5.155678,5.455791,0.769000,5.455793,03:36
386,5.434803,5.464094,0.790000,5.464094,03:36
387,5.265706,5.498083,0.792000,5.498083,03:50
388,5.391259,5.508416,0.775000,5.508417,03:35
389,5.226889,5.494455,0.795000,5.494455,03:35
390,5.119835,5.581860,0.791000,5.581861,03:34
391,5.438346,5.472875,0.796000,5.472875,03:35
392,5.147602,5.530159,0.788000,5.530159,03:35
393,5.294141,5.500617,0.777000,5.500616,03:40
394,5.153461,5.518926,0.792000,5.518926,03:47
395,5.320379,5.510808,0.800000,5.510808,03:43
396,5.061285,5.463500,0.791000,5.463499,03:46
397,5.141966,5.526319,0.783000,5.526319,03:38
398,5.255760,5.536678,0.788000,5.536677,03:34
399,5.301178,5.473468,0.777000,5.473467,03:35
400,5.093906,5.496846,0.785000,5.496846,03:34
401,5.283754,5.581438,0.785000,5.581439,03:35
402,5.219360,5.392292,0.794000,5.392292,03:46
403,5.177901,5.465701,0.791000,5.465702,03:35
404,5.444537,5.438455,0.783000,5.438455,03:35
405,4.985707,5.536645,0.788000,5.536646,03:34
406,5.267354,5.482086,0.776000,5.482086,03:34
407,5.078121,5.358288,0.780000,5.358287,03:34
408,5.240263,5.409584,0.791000,5.409584,03:46
409,5.202842,5.447058,0.788000,5.447058,03:36
410,5.319373,5.413441,0.799000,5.413441,03:34
411,5.027109,5.546381,0.784000,5.546381,03:36
412,5.112284,5.452674,0.789000,5.452674,03:34
413,5.198566,5.429296,0.782000,5.429296,03:47
414,5.153032,5.461483,0.792000,5.461483,03:34
415,5.219534,5.451660,0.777000,5.451659,03:34
416,5.018054,5.380746,0.802000,5.380746,03:34
417,5.277927,5.515985,0.784000,5.515986,03:35
418,5.220456,5.555723,0.796000,5.555723,03:35
419,5.137787,5.372054,0.800000,5.372054,03:45
420,5.265429,5.391728,0.788000,5.391727,03:36
421,5.043323,5.381886,0.785000,5.381886,03:48
422,5.148268,5.431916,0.794000,5.431916,03:35
423,4.995263,5.479111,0.778000,5.479112,03:35
424,5.323260,5.425562,0.795000,5.425562,03:35
425,5.212528,5.506221,0.778000,5.506221,03:35
426,4.997534,5.442603,0.796000,5.442603,03:35
427,5.194289,5.335749,0.777000,5.335750,03:37
428,5.103943,5.444839,0.786000,5.444839,03:37
429,5.357034,5.419475,0.789000,5.419476,03:38
430,5.157703,5.390612,0.789000,5.390611,03:36
431,5.041515,5.374939,0.795000,5.374939,03:48
432,5.199883,5.542512,0.787000,5.542511,03:35
433,5.066827,5.386042,0.781000,5.386042,03:35
434,5.197522,5.520068,0.773000,5.520069,03:34
435,5.131460,5.360571,0.789000,5.360570,03:35
436,5.102872,5.289411,0.782000,5.289412,03:35
437,5.160494,5.441876,0.797000,5.441876,03:35
438,5.159841,5.426213,0.785000,5.426213,03:48
439,5.219270,5.568802,0.788000,5.568803,03:37
440,5.135812,5.406560,0.789000,5.406560,03:36
441,5.152332,5.391373,0.777000,5.391373,03:35
442,4.982908,5.441123,0.797000,5.441123,03:34
443,5.172153,5.492346,0.792000,5.492345,03:52
444,5.245193,5.490444,0.801000,5.490443,03:34
445,5.189700,5.453799,0.785000,5.453799,03:35
446,5.142658,5.433963,0.785000,5.433963,03:35
447,5.028364,5.498814,0.782000,5.498814,03:35
448,5.091885,5.561960,0.791000,5.561959,03:33
449,5.224755,5.514949,0.778000,5.514950,03:34
450,4.963787,5.418560,0.800000,5.418559,03:42
451,5.071824,5.423496,0.780000,5.423496,03:46
452,5.061592,5.432941,0.796000,5.432941,03:47
453,5.149446,5.457270,0.797000,5.457271,03:35
454,5.099257,5.456107,0.792000,5.456108,03:34
455,5.162246,5.626754,0.791000,5.626754,03:36
456,5.106976,5.544536,0.776000,5.544536,03:36
457,5.203681,5.433591,0.794000,5.433592,03:34
458,5.264328,5.398443,0.786000,5.398442,03:46
459,5.265838,5.377284,0.786000,5.377285,03:36
460,5.137942,5.406222,0.797000,5.406222,03:34
461,5.239066,5.321190,0.789000,5.321190,03:33
462,5.136653,5.418197,0.798000,5.418198,03:34
463,5.177136,5.316931,0.779000,5.316931,03:34
464,5.054315,5.410559,0.797000,5.410560,03:33
465,5.149632,5.431307,0.785000,5.431308,03:43
466,5.203146,5.381893,0.784000,5.381893,03:34
467,5.012632,5.495661,0.785000,5.495661,03:35
468,5.085719,5.383795,0.789000,5.383795,03:36
469,5.211333,5.344838,0.788000,5.344837,03:36
470,5.135477,5.346307,0.786000,5.346307,03:48
471,5.180175,5.358394,0.788000,5.358394,03:37
472,5.381405,5.368511,0.777000,5.368510,03:51
473,5.087816,5.365816,0.785000,5.365815,03:33
474,5.111108,5.471917,0.787000,5.471916,03:34
475,5.159869,5.406086,0.803000,5.406086,03:36
476,5.008640,5.426085,0.796000,5.426085,03:34
477,5.145904,5.400743,0.787000,5.400742,03:45
478,5.215784,5.393029,0.790000,5.393029,03:34
479,5.100908,5.427794,0.776000,5.427794,03:37
480,5.091150,5.417384,0.787000,5.417384,03:35
481,4.925778,5.344157,0.781000,5.344157,03:36
482,4.999527,5.391428,0.791000,5.391427,03:48
483,5.184999,5.357719,0.793000,5.357718,03:37
484,5.101340,5.303185,0.794000,5.303186,03:35
485,5.117754,5.343752,0.795000,5.343753,03:35
486,5.108789,5.275867,0.784000,5.275868,03:40
487,5.030472,5.362427,0.791000,5.362426,03:34
488,5.196651,5.358912,0.786000,5.358912,03:36
489,5.046702,5.354336,0.793000,5.354336,03:35
490,5.134938,5.442024,0.787000,5.442024,03:34
491,5.129610,5.333922,0.786000,5.333922,03:35
492,4.937631,5.401893,0.793000,5.401893,03:46
493,5.200221,5.349956,0.796000,5.349955,03:36
494,5.047381,5.387917,0.795000,5.387917,03:35
495,5.164063,5.388059,0.779000,5.388058,03:36
496,5.142083,5.429862,0.790000,5.429864,03:36
497,5.273802,5.338391,0.792000,5.338391,03:39
498,5.065710,5.402771,0.780000,5.402770,03:49
499,5.035768,5.244285,0.798000,5.244286,03:36
